gene,beta,HR (95% CI for HR),wald.test,p.value
217364_x_at,-0.16609001385730907,0.8469699917220319 (0.45897547366250246 - 1.5629553386661188),-0.5313321155760405,0.5951886540851021
217365_at,-0.1310157302760063,0.8772039756218643 (0.5227186936470802 - 1.4720858928499165),-0.4960170894634752,0.6198823537873006
217366_at,0.2490915665551886,1.2828594947166723 (0.910494976969225 - 1.8075096785957796),1.4239418061615956,0.15446331854630554
217367_s_at,0.03952842678472777,1.0403200714193481 (0.6776419467753779 - 1.5971057520096272),0.18073403337688418,0.8565763438977158
217368_at,-0.25593007582570637,0.7741961019227874 (0.5700739520510484 - 1.051406755344553),-1.6389439630875602,0.10122493066514628
217369_at,0.18461728238700997,1.2027580353465133 (0.9121335426638731 - 1.5859814642554981),1.3082477905010674,0.19078927724008232
217370_x_at,-0.28139611883231347,0.7547293137655702 (0.44272778488093967 - 1.286606254473575),-1.0339746162445573,0.30114803013552577
217371_s_at,0.0996773792790815,1.1048144245465117 (0.8280570398688303 - 1.4740710529789027),0.6775226463595244,0.49807440648113777
217372_at,-0.023069013839250425,0.9771950414645696 (0.8035737348490458 - 1.188329219399294),-0.2311371863961958,0.8172082266145783
217373_x_at,0.16018732649894263,1.1737307212659924 (0.8684596572967705 - 1.5863071985770059),1.0422941922026534,0.29727530418972403
217374_x_at,-0.01694165745148518,0.9832010454162983 (0.7617134459209598 - 1.2690918098983),-0.13009176938337483,0.8964938218637843
217375_at,-0.04266951410674266,0.958228018586186 (0.7810111620318468 - 1.1756566106108572),-0.4089594844212254,0.6825693943104122
217376_at,-0.1086690216217876,0.8970272649998552 (0.5978949100669986 - 1.3458183045293903),-0.5250245518684035,0.5995661234102632
217377_x_at,0.4837351594217815,1.622121985034532 (1.0401100928601952 - 2.529808865806334),2.133404944697178,0.03289152178726762
217378_x_at,-0.041231114861980424,0.9596073248031263 (0.8715741621891678 - 1.0565322582565853),-0.8398337975168455,0.40100158070073966
217379_at,-0.5930247203676812,0.5526531329029727 (0.3581527216104349 - 0.8527800205848615),-2.679540392661028,0.007372330791701532
217380_s_at,0.012383768103927412,1.012460764466918 (0.8564555178922892 - 1.196882708056594),0.14504734761239477,0.884673489049874
217381_s_at,0.029837900046819413,1.0302875108593919 (0.8092345862120369 - 1.311723909381584),0.2421538721099493,0.808660936159445
217382_at,-0.1355497044442671,0.87323575815171 (0.7322793989202779 - 1.0413247872862914),-1.5091305730269624,0.13126541795561594
217383_at,0.1609110365460793,1.1745804694301591 (0.9008862817747707 - 1.5314244506519132),1.1888238186857394,0.234509003089434
217384_x_at,-0.020422621393611694,0.979784507901171 (0.846236986258991 - 1.1344076157282712),-0.2731640285638284,0.7847271298107672
217385_at,-0.236688032563516,0.789237466004902 (0.6289654582719006 - 0.9903497394869052),-2.0436942892623726,0.04098375773610425
217386_at,-0.07077675196618763,0.9316698623771916 (0.7560756206108437 - 1.1480448632382292),-0.664249148331445,0.5065308617310014
217387_at,-0.018421221993466557,0.9817474116495309 (0.803865352294995 - 1.1989918181308266),-0.18061291108428879,0.8566714209759803
217388_s_at,0.15066271803572603,1.162604466427842 (0.993829858656526 - 1.3600407892605955),1.8826253494060936,0.05975115853171969
217389_s_at,-0.1105264326743894,0.8953626630469618 (0.7089433203969587 - 1.130801680915289),-0.9279280221643699,0.3534449074960092
217390_x_at,0.002154146594368716,1.0021564684350395 (0.7053725854029532 - 1.4238114834764393),0.012022354348305994,0.9904077801533285
217391_x_at,0.09775897314571642,1.1026969734931769 (0.843440466963381 - 1.4416436760839026),0.714874044219077,0.474686876790963
217392_at,-0.07586299722265429,0.9269431916522265 (0.7223047367762793 - 1.1895584187710306),-0.5960778834945466,0.5511231982267981
217393_x_at,-0.05108824421866314,0.9501948176334547 (0.5933588280078648 - 1.5216259518523705),-0.2126523353383788,0.8315981472236738
217394_at,0.017971998454554456,1.0181344666520997 (0.8146684515149082 - 1.2724167607784014),0.15799548331766267,0.8744603578049069
217395_at,0.010430532855866072,1.0104851204913186 (0.8294997521550903 - 1.2309589919484927),0.10358308616054827,0.9175002107394981
217396_at,0.23420145944180246,1.2638990909666155 (0.9789216633491133 - 1.6318373287204908),1.7965449484290466,0.07240789081917509
217397_at,-0.032190994890804625,0.9683216199342844 (0.7596254888207323 - 1.2343539986892629),-0.25992220268842514,0.7949237844618299
217398_x_at,0.17050830516820847,1.1859075010542057 (0.6462478264054993 - 2.176218694427261),0.5504873327887393,0.5819851628111908
217399_s_at,0.12011183010620717,1.1276229467225212 (0.9016590058954431 - 1.4102155045991185),1.0526947249837526,0.2924809270643838
217400_at,0.014736793238803591,1.014845915153048 (0.8723857545080491 - 1.1805697493118852),0.1909527561487204,0.8485626071182999
217401_at,-0.014434754893300527,0.9856689267087626 (0.7965711242563368 - 1.219656605034758),-0.1328218534444362,0.8943342709369184
217402_at,-0.24973104329142015,0.7790102749375177 (0.638410471550258 - 0.9505749600011896),-2.459088612714823,0.01392902328242531
217403_s_at,-0.31161206976465267,0.7322655410798525 (0.5087093594917715 - 1.054065180142695),-1.6766534138433133,0.09361027533790908
217404_s_at,-0.024074555211112045,0.9762129252839773 (0.8695117667351459 - 1.096007796501485),-0.4076520689279286,0.6835291313654543
217405_x_at,0.05457441685185731,1.0560910644618429 (0.780461878407944 - 1.4290619020512507),0.3536653475756146,0.7235896949002831
217406_at,0.2883648294067418,1.3342439867820601 (0.7571743242573777 - 2.351119100624654),0.997631323249205,0.3184581663288213
217407_x_at,0.16614270096992653,1.1807415826708725 (0.6685901396499346 - 2.0852097606136946),0.5725661893018452,0.566938457960814
217408_at,-0.5882959418512408,0.5552726959502066 (0.3100614679477545 - 0.9944085245695989),-1.9788245570416891,0.04783576262907466
217409_at,0.013155128790159036,1.0132420381801555 (0.7541071294083282 - 1.3614238453639758),0.08729071216991816,0.9304404364557743
217410_at,-0.09944716744017698,0.9053377799174224 (0.6892794895940622 - 1.1891206805363037),-0.7148534926936765,0.47469957713027433
217411_s_at,0.06857357562429588,1.070979420031682 (0.8477966874242603 - 1.35291507403285),0.5751332409642242,0.5652011882611891
217412_at,-0.17902759813129066,0.836082824755061 (0.6599282820706908 - 1.0592582691819268),-1.4830634516514292,0.13805755327633348
217413_s_at,0.11608992075806476,1.1230968573136444 (0.8776277617370367 - 1.4372227109261857),0.9225918895248694,0.3562199238748661
217414_x_at,-0.009546416410630207,0.9904990059672875 (0.8581657186439183 - 1.143238723602837),-0.1304680206430659,0.8961961536826155
217415_at,-0.06609029017764759,0.9360463446852831 (0.7801561253416254 - 1.123086432238169),-0.711060703120477,0.4770466200984722
217416_x_at,-0.14000402248964816,0.8693547384213367 (0.6839692496096463 - 1.104987777808676),-1.1441160384729676,0.2525755170868721
217417_at,0.11922806459566651,1.1266268326837636 (0.9406998053051152 - 1.3493018845808695),1.2956512327995382,0.19509566977844991
217418_x_at,-0.03770926864858062,0.9629928724159973 (0.836091395770681 - 1.109155383029876),-0.5230331443713507,0.6009511884302018
217419_x_at,0.31955841676903535,1.3765197820555999 (0.956599988068907 - 1.9807722496583462),1.7210061854090994,0.08524970148335258
217420_s_at,-0.10444910809926744,0.9008206407149718 (0.7454430513528126 - 1.0885846011515987),-1.0812827843840513,0.27957134298390196
217421_at,0.07281064354433738,1.0755268596773937 (0.7184157829097825 - 1.610151187383894),0.3536556941977038,0.723596930249756
217422_s_at,0.0973752666831977,1.1022739427032617 (0.914734637643093 - 1.3282626400736117),1.0233542124792259,0.30614039998305254
217423_at,-0.027493947874153997,0.9728805705312825 (0.7805993659280291 - 1.2125254590644137),-0.24471989876351455,0.8066733194570515
217424_at,-0.28416996863306543,0.7526387088614266 (0.5727021362987815 - 0.9891093295679058),-2.038517676092649,0.04149818885129001
217425_at,-0.14153266808738488,0.8680268183457518 (0.7053386416244188 - 1.0682394425919735),-1.3365751646111992,0.18136135023259833
217426_at,0.05976887986738821,1.0615911630995296 (0.8422511220912462 - 1.3380519989962327),0.5061434638050644,0.612755940469319
217427_s_at,-0.18080351956382804,0.8345993250265841 (0.4954947476884976 - 1.4057788434373741),-0.6796543555852212,0.4967233437653096
217428_s_at,0.11372266264664334,1.120441341553974 (0.9588653044526453 - 1.30924415977267),1.4312986801968197,0.15234463203169427
217429_at,0.00016436194664663022,1.0001643754548115 (0.8206148420971525 - 1.218999129204739),0.0016280910488871273,0.9987009718623964
217430_x_at,0.07379056268039877,1.0765813055800217 (0.906749968731699 - 1.2782215026106412),0.8424254725899566,0.39954983981512016
217431_x_at,0.13981328031283288,1.150059040143812 (0.9573693360861816 - 1.3815313964656202),1.4943288434533777,0.135089689809914
217432_s_at,0.17255432261763398,1.18833637240404 (0.7534844374275401 - 1.874150631165749),0.7423163720831735,0.45789567457835845
217433_at,0.1137716741062298,1.1204962573652455 (0.9189351709940067 - 1.366268157318914),1.124435662601917,0.2608282500194624
217434_at,0.04859452155301318,1.0497945953463674 (0.8578274634020312 - 1.2847206920232928),0.4716267156386861,0.6371932542047969
217435_x_at,0.08819742427983664,1.0922037282790331 (0.8092528977406486 - 1.4740867624905638),0.5765176967057783,0.5642653117982793
217436_x_at,0.10955530702207206,1.1157817797961882 (0.8251458546035927 - 1.5087865656469222),0.7115962084542093,0.47671485558994564
217437_s_at,0.14221478890912914,1.1528242358065799 (0.8836630878844065 - 1.5039710687076635),1.0482961422972568,0.294502186449459
217438_at,0.021001216968863375,1.0212232944337243 (0.8480253694933098 - 1.2297945964956143),0.22148252504004562,0.82471674174947
217439_at,-0.01475673999432128,0.9853516070886598 (0.8202502244433099 - 1.183684881343556),-0.15771209924836896,0.8746836659975805
217440_at,0.12529785852680572,1.1334860212669966 (0.9662365108493041 - 1.3296853782500717),1.5382884665902437,0.12397809846916019
217441_at,-0.05509265294417758,0.9463974573803633 (0.7607388535686561 - 1.177366113396735),-0.494474445687858,0.6209711493199013
217442_at,-0.06821420381710426,0.9340603728495386 (0.6090668435112613 - 1.4324680278079982),-0.31265973164128585,0.7545391922108033
217443_at,-0.020262541049806092,0.9799413646965611 (0.8097163010591735 - 1.18595250828868),-0.20813427510185994,0.8351241254668116
217444_at,-0.14047616910821184,0.8689443724053455 (0.6529227935372348 - 1.1564373763769669),-0.9632916492379059,0.33540118284894493
217445_s_at,0.25919563877008145,1.2958873058286042 (0.9352788208558325 - 1.7955329169873036),1.557817889031047,0.11927642412054346
217446_x_at,0.06772938665225747,1.0700756925280779 (0.7471900177881949 - 1.5324910136366878),0.3695992299299057,0.7116811249639847
217447_at,-0.1887714518432147,0.8279757173961054 (0.6199577805933899 - 1.1057910878083184),-1.2787547696676453,0.2009834261052518
217448_s_at,0.283135427927929,1.32728490108995 (0.8858702039840798 - 1.9886493537522993),1.3725140472823014,0.1699034689424923
217449_at,-0.05181800826767706,0.9495016525702205 (0.6740631551405624 - 1.3374909774523707),-0.29643152169860276,0.7669005556304136
217450_at,-0.015104034893682299,0.9850094589180369 (0.791177290204176 - 1.2263289735068317),-0.13509550004342963,0.8925363680081804
217451_at,0.008563929939766974,1.0086007052933275 (0.7966991993488313 - 1.2768625643776854),0.07117049975366374,0.943262059648022
217452_s_at,-0.0013137937994301763,0.9986870688498211 (0.8650643700445722 - 1.152949879829703),-0.017926985422538518,0.9856971012170437
217453_at,0.0873621939547328,1.0912918674638958 (0.8328989940516419 - 1.4298467743364778),0.6336918056484222,0.5262819737279394
217454_at,-0.057949989290150335,0.9436971412206069 (0.7758043248167685 - 1.1479238589682803),-0.5797703737857971,0.5620694788159925
217455_s_at,-0.18346346167057717,0.8323822890405483 (0.6913210724050121 - 1.0022264657693947),-1.9364893666144567,0.052807793637754605
217456_x_at,0.05497199795820478,1.0565110297952642 (0.6524775062512655 - 1.7107341561736553),0.2235563843718636,0.8231025048997999
217457_s_at,-0.0839052478320908,0.9195183783273282 (0.6151097254171928 - 1.3745743452654027),-0.4090325184229006,0.6825157972141895
217458_at,0.08073096698388706,1.0840792042330654 (0.7640226607694204 - 1.53821055499462),0.45222879179705544,0.6511041684779484
217459_at,0.018656000178705747,1.0188311106083803 (0.8139328842103206 - 1.2753101048996096),0.1628492402193738,0.870637137619765
217460_at,-0.04304420635709531,0.957869045230018 (0.8083634747379964 - 1.1350254390294503),-0.4971447081844961,0.6190870090324605
217461_x_at,-0.11219660229642697,0.8938685036235994 (0.657393331901039 - 1.2154076760403931),-0.715647125564169,0.47420926700149857
217462_at,-0.10100419430828826,0.9039292415200033 (0.7403955674776643 - 1.1035831514477261),-0.9919730636416811,0.3212106654947027
217463_s_at,-0.113640918930739,0.8925784063536689 (0.5763951337046769 - 1.3822049578528406),-0.5093104140494841,0.6105346594354844
217464_at,0.004626836406492694,1.0046375567414274 (0.7992601843746546 - 1.2627885639080894),0.0396528543150637,0.9683698888955389
217465_at,0.28970903028018297,1.3360386846614716 (0.9276793215005252 - 1.924155605866811),1.5566151520234544,0.1195618841923098
217466_x_at,0.02640540752333417,1.0267571191691247 (0.776819723776055 - 1.3571104717063007),0.18552861232928566,0.852814440411251
217467_at,-0.24497158140046016,0.7827267819247642 (0.607301032063858 - 1.0088262373937078),-1.8920916955056668,0.05847876460110413
217468_at,0.16270533305022022,1.1766899069725494 (0.9505291497453895 - 1.4566614159512608),1.4940682594037662,0.1351577790672081
217469_at,0.07985318617694867,1.0831280378332664 (0.8685711267836939 - 1.350685407520694),0.7089603521561403,0.4783490810807439
217470_at,0.00578700935175186,1.0058037864378087 (0.8446197055737727 - 1.1977476373528346),0.06494103798931296,0.9482209459467805
217471_at,0.1545898666810379,1.1671791638621871 (0.8149664775266248 - 1.6716113338656045),0.8435192617249704,0.39893809780309974
217472_at,0.07613055672834156,1.0791034491768596 (0.8749462791836253 - 1.3308980010886),0.7114761033130605,0.4767892539821833
217473_x_at,-0.016003246942099363,0.9841241246560462 (0.6616167908348491 - 1.4638387449447052),-0.07899398686181186,0.9370374059078387
217474_at,0.051200646621632706,1.0525340595007935 (0.759209229751376 - 1.4591866154893938),0.3071870871784312,0.758700973626302
217475_s_at,0.09213047221413134,1.096507876558764 (0.7766630825624226 - 1.5480709079007562),0.5235817514248886,0.6005694766844449
217476_at,0.009904829423643582,1.0099540446017063 (0.7785720528554139 - 1.310099904647833),0.074608823156481,0.9405259538286418
217477_at,-0.027779702336109345,0.9726026052840999 (0.7411466080907788 - 1.2763410335807055),-0.2003377481929494,0.8412164421216509
217478_s_at,-0.16421348774516628,0.8485608451999163 (0.6130792759963225 - 1.1744900475329645),-0.9901706153851851,0.3220907325569225
217479_at,-0.14268634005544428,0.8670259775698828 (0.7243962765832983 - 1.037738693697674),-1.5559980995581515,0.11970854427791629
217480_x_at,-0.10222772332975646,0.9028239341853399 (0.7587018288869186 - 1.0743233047608494),-1.1520477830776499,0.2493014385840927
217481_x_at,-0.002634019082962775,0.9973694469014777 (0.7958592008548173 - 1.2499017571752915),-0.02287375289068756,0.981750977075644
217482_at,-0.054488795738157056,0.9469691188883513 (0.6113316390287806 - 1.4668805847393132),-0.2440345406191821,0.8072040689027834
217483_at,-0.07266461304926401,0.9299126583022211 (0.7095176046373867 - 1.2187682820254264),-0.5264961335985944,0.5985435376870409
217484_at,0.013671376798516884,1.0137652574081724 (0.6653764583045849 - 1.5445692198767353),0.06363590955367551,0.9492601379869713
217485_x_at,0.5434114714447484,1.721870967520875 (0.8824065901631348 - 3.3599472871606157),1.5931860949076113,0.11111844967623326
217486_s_at,0.08328452093974689,1.0868509964278077 (0.853340658741624 - 1.384259704885078),0.6748553379171712,0.4997676782238586
217487_x_at,-0.14274760780063855,0.8669728584704726 (0.6108833503919491 - 1.2304181098440492),-0.799139830574367,0.42420933624998347
