gene,beta,HR (95% CI for HR),wald.test,p.value
212234_at,-0.20838124611623798,0.8118974449526892 (0.47972787901445885 - 1.3740653607101239),-0.776234628365482,0.43761046341113996
212235_at,0.016175479870843872,1.016307011182405 (0.8384322117050417 - 1.2319182476041102),0.16478091532254396,0.8691164260523268
212236_x_at,0.04919768682422692,1.0504279859886048 (0.9005840882936001 - 1.2252036962353663),0.6265093491046804,0.5309809066450372
212237_at,-0.025587092367826053,0.974737483073493 (0.4837893209991239 - 1.9638985807836145),-0.07158949824016533,0.9429285978214684
212238_at,0.05748865611093146,1.0591732554426687 (0.5415513095752895 - 2.071545143016693),0.167970584003489,0.8666064208149
212239_at,-0.1515345626551484,0.8593881790223482 (0.6292696135875604 - 1.1736591538764674),-0.9529661013535459,0.3406072463990223
212240_s_at,-0.04854221750538448,0.9526171213384403 (0.7119952241157675 - 1.2745582401822182),-0.3267857077045179,0.7438299700899482
212241_at,-0.30027265485724786,0.7406162605294707 (0.3699395200488594 - 1.4827084310651988),-0.8478418881419006,0.3965260314390643
212242_at,-0.12103137576439219,0.8860061600362343 (0.6121168513896985 - 1.2824461764774808),-0.6414729179952122,0.521215470813101
212243_at,0.11106337711657943,1.1174657263658798 (0.6510148213631125 - 1.9181278346133492),0.40289794590730404,0.6870233025010727
212244_at,-0.07823675725218382,0.9247454604294736 (0.5595136515325633 - 1.5283883855962535),-0.3051866752325615,0.76022398025367
212245_at,-0.4345064884091919,0.6475841785283754 (0.2761973233727366 - 1.5183538462982304),-0.9993942587947083,0.3176037399240177
212246_at,0.2016504842742879,1.22342032873133 (0.7575258336993633 - 1.9758498445441648),0.8245107637664139,0.40964940235178315
212247_at,0.2438230705058668,1.276118527508914 (0.8227677805750766 - 1.9792686766529524),1.0888122571098477,0.2762366853309105
212248_at,0.12929365339307655,1.1380242597885912 (0.6431007308120384 - 2.0138357084932226),0.44399822369207437,0.6570438681658437
212249_at,-0.13384290708794552,0.8747274672956484 (0.6562265692764964 - 1.165981656129912),-0.9127402970232094,0.36137914486348643
212250_at,0.18358768987603127,1.2015203219603552 (0.7526510861211919 - 1.9180880898260724),0.7692827781353445,0.44172545863615353
212251_at,0.5550619313740535,1.7420488689134546 (1.1113390156646665 - 2.7307007302966335),2.4202676192457866,0.015509088427177456
212252_at,-0.2689674637049313,0.7641681184431088 (0.4003562186360049 - 1.4585833466865625),-0.8155005170575942,0.41478586872476575
212253_x_at,-0.024759672681775854,0.9755443338117789 (0.8201947325132105 - 1.1603180433945777),-0.27977514687885996,0.7796500204617474
212254_s_at,-0.12723540458709762,0.8805263682517704 (0.6497170731980482 - 1.1933297079147491),-0.8203646599144621,0.4120082555855795
212255_s_at,0.3644129564344815,1.4396686118362052 (0.896500432070831 - 2.31192940656902),1.5078790798126875,0.1315854778069471
212256_at,-0.05553575353499857,0.9459782010010809 (0.7367105979369811 - 1.2146896749892957),-0.43534984106542557,0.6633085125841118
212257_s_at,-0.1627793634666765,0.8497786599499185 (0.5450305224285706 - 1.3249235431597641),-0.7183453756792348,0.4725443585370489
212258_s_at,0.06945569078898153,1.0719245640207942 (0.8582178992205092 - 1.3388467800482704),0.6122278033315145,0.5403870487464794
212259_s_at,-0.1581537644414231,0.8537185003271809 (0.6274384620720995 - 1.1616043992488616),-1.0065586191397524,0.3141469286262823
212260_at,-0.2838047036686395,0.7529136716267196 (0.5077144153368381 - 1.1165312226684316),-1.4116816899394748,0.15804370702390502
212261_at,-0.822265157625763,0.43943513644649784 (0.2206555367331929 - 0.8751343474206326),-2.339439427571806,0.019312703001875056
212262_at,0.19599038231173732,1.2165152052140418 (0.8086485323959569 - 1.8301019357966517),0.940626086898574,0.34689650854596377
212263_at,-0.135962337046052,0.8728755069396612 (0.6165103410384928 - 1.2358456945454537),-0.7663721812650454,0.4434548804714553
212264_s_at,0.1604225496743124,1.1740068424070502 (0.6352460705294425 - 2.169697901271301),0.5119507280479555,0.6086854938703226
212265_at,0.026476703732772854,1.0268303256693776 (0.6829438650474859 - 1.5438758171448945),0.1272460224308645,0.8987456807695502
212266_s_at,-0.517577625938739,0.5959624448261804 (0.3888440397658685 - 0.9134028024630505),-2.3757263029311138,0.017514448757524496
212267_at,0.139263221380661,1.1494266138480682 (0.6645310714563614 - 1.988141107874436),0.49814297254867707,0.6183832738983628
212268_at,-0.2891866509695706,0.7488724145947615 (0.4714430894244097 - 1.1895601100563113),-1.224787980411094,0.22065511481884328
212269_s_at,-0.17485285853517857,0.8395805487927223 (0.5370492509388114 - 1.3125341794609464),-0.7670000659885615,0.44308147629243844
212270_x_at,-0.46535871531888173,0.62790982391342 (0.3503246446983495 - 1.1254439358854493),-1.563032751827459,0.11804489145692681
212271_at,0.5908912747709117,1.8055969814902226 (1.056409677802511 - 3.086094843761999),2.1606208011422487,0.03072464325708636
212272_at,0.06584647738942959,1.068062732799669 (0.8627097184030903 - 1.322296453675154),0.604414657434206,0.5455679932274808
212273_x_at,0.4611418258936972,1.585883754712417 (0.8821527018102763 - 2.8510112572343034),1.5409585060214424,0.12332688510673562
212274_at,0.07170968398068792,1.0743433996856087 (0.8193101451832798 - 1.4087629052729886),0.5186244436231683,0.6040226599586238
212275_s_at,-0.008906307712887467,0.9911332359625251 (0.7260871009858682 - 1.3529300962594375),-0.056096468344379716,0.9552649573632477
212276_at,0.04729837952574343,1.048434793889617 (0.7476160482703004 - 1.4702941698235759),0.27413647930132873,0.7839797408110717
212277_at,-0.34319947772388715,0.7094966686627802 (0.4148768903407811 - 1.213337099663711),-1.2536176695484877,0.20998100567143763
212278_x_at,0.09334326630936471,1.0978385215729387 (0.8321911707825601 - 1.4482843146678501),0.6603806132008994,0.5090096100255628
212279_at,0.08563917998243532,1.0894131752996101 (0.7922644207449113 - 1.498011314707902),0.5270018816696315,0.5981922817781016
212280_x_at,-0.050904693980037635,0.950369242126311 (0.5030109240424149 - 1.795590618830336),-0.15681436426123144,0.8753911518712517
212281_s_at,0.12124331456876587,1.1288995566623192 (0.8271376697754486 - 1.5407522297689078),0.764024316492837,0.4448527519114889
212282_at,0.14392826739717102,1.1548012686530387 (0.868923161360629 - 1.5347340586415763),0.9917918786988347,0.3212990601513196
212283_at,-0.16882345714552502,0.8446580085598069 (0.6500808962656205 - 1.0974744151421842),-1.2637267056700712,0.20632813630499122
212284_x_at,-0.9466693050009972,0.3880312873922546 (0.13709799674684245 - 1.098252954587816),-1.783405977186631,0.07452024096291703
212285_s_at,0.16933950501021847,1.1845222218945641 (0.8362284727632759 - 1.6778822293931028),0.9532052957924293,0.3404860637085299
212286_at,0.012603898218998336,1.012683662103846 (0.797589836490863 - 1.2857839362698607),0.10346247349304533,0.9175959314302983
212287_at,0.3382032676074372,1.4024255421193257 (0.8936760758212915 - 2.2007945097793864),1.4710251018892928,0.14128432848914996
212288_at,-0.1269072095504027,0.8808154000623182 (0.5956273393438739 - 1.3025523137362702),-0.6357685684627593,0.524927276912343
