gene,beta,HR (95% CI for HR),wald.test,p.value,Gene Symbol
216340_s_at,0.33521261828665233,1.3982376445122757 (1.098719601607364 - 1.7794062358322211),2.725401426166351,0.0064223350517481365,CYP2A7P1
200861_at,0.9671850378138834,2.6305291872039045 (1.312014459220796 - 5.274091116984509),2.7251146104915454,0.006427916971716256,CNOT1
221519_at,-0.7967517894422655,0.450790852177129 (0.2539600881118936 - 0.8001745231599061),-2.7213890790512405,0.006500819756769532,FBXW4
209380_s_at,0.5639683806702216,1.7576336382935434 (1.1706365898131021 - 2.638970995220828),2.719737830023774,0.006533369317925339,ABCC5
220603_s_at,-0.47046348247266423,0.6247126578058507 (0.44504887580720437 - 0.8769057198830303),-2.7191700948265676,0.00654459437944588,MCTP2
216030_s_at,-0.2656847785805318,0.7666807636131643 (0.6329625785118486 - 0.9286479378866812),-2.7169716014800622,0.0065882260348488035,SEMG2
214430_at,-0.6082067557193406,0.5443261040688062 (0.3506488101322264 - 0.8449790759563574),-2.710692828580443,0.006714279519592801,GLA
206274_s_at,-0.5147084354012197,0.5976748300385842 (0.41188705399466596 - 0.867264943137243),-2.7096865496579525,0.006734682059752476,CROCC
217719_at,-0.7941096076644502,0.4519834984526513 (0.2543299532205966 - 0.8032442906805589),-2.706766000673343,0.006794212810950641,EIF3L
218588_s_at,-0.7237587415024509,0.4849261142014898 (0.28702547045363414 - 0.8192768950536145),-2.7049425603541315,0.006831620119851081,FAM114A2
218660_at,0.6592460896617894,1.933334224170088 (1.199042046455264 - 3.11730621407096),2.7047016723098696,0.006836575676989248,DYSF
202794_at,-0.6020270823726198,0.547700276489897 (0.35400639549869994 - 0.8473733714458029),-2.703748082105714,0.006856224684271608,INPP1
219939_s_at,-0.8561586264278854,0.424790732080848 (0.22826670902679824 - 0.7905102186433962),-2.7018014686588767,0.006896492814682706,CSDE1
211432_s_at,0.48372144784395166,1.6220997433351696 (1.141931853146081 - 2.3041721535999815),2.701072891383882,0.006911618904600095,TYRO3
201128_s_at,0.7329932903466855,2.0813012318481916 (1.221946130020586 - 3.545012919366439),2.6976705636437837,0.006982650367881553,ACLY
201095_at,0.6350685218113586,1.8871514480640552 (1.1883263288533608 - 2.996938215924802),2.691136158984753,0.007120912524536773,DAP
214128_at,-0.33249830837041033,0.7171298819810875 (0.5628727981328592 - 0.9136616111777712),-2.6906516098153124,0.007131262381203122,DAGLA
202275_at,0.43650865110886816,1.5472956282576047 (1.1254132610149135 - 2.12732855046158),2.687352986258059,0.007202079824835781,G6PD
200949_x_at,-0.9372217984213495,0.39171458713613205 (0.19767630604283737 - 0.776220078404233),-2.685939423797333,0.007232620017684932,RPS20 /// SNORD54
208119_s_at,0.4155763417601426,1.515243787352705 (1.118603922955406 - 2.0525260889886043),2.6837834130698344,0.007279424751111303,ZNF93
220088_at,0.5172074290695906,1.6773370206856097 (1.1492556729230936 - 2.4480709969493013),2.6811078277978067,0.007337886733585799,C5AR1
208656_s_at,-0.8108872085815815,0.4444635593598173 (0.2456235393420354 - 0.8042708615305341),-2.679810126169803,0.007366393141980711,CCNI
212459_x_at,-0.7036640864425449,0.4947691017048972 (0.29572407035766235 - 0.827786739529869),-2.679719741935464,0.007368382294049506,SUCLG2
217379_at,-0.5930247203676812,0.5526531329029727 (0.3581527216104349 - 0.8527800205848615),-2.679540392661028,0.007372330791701532,RP11-209A2.1
214599_at,0.357206267447507,1.4293306638373038 (1.1004696949336217 - 1.8564674302174369),2.677605866144032,0.007415041534948865,IVL
201291_s_at,0.2731082432387501,1.3140424733401324 (1.0759332377527266 - 1.6048464357773544),2.677484871317587,0.00741772023558139,TOP2A
221356_x_at,0.31292355408177935,1.3674169935842606 (1.0870772299597744 - 1.7200518811457468),2.6732183703018317,0.007512732834797588,P2RX2
220960_x_at,-0.6951305395504382,0.49900930328313337 (0.2997451323843031 - 0.830740044992164),-2.6730463273856753,0.007516586922538565,RPL22
219114_at,-0.3077835256791265,0.7350744255241586 (0.5865639120485848 - 0.921185909942097),-2.672888948409099,0.007520114062796092,C3orf18
220223_at,0.45495142029030133,1.5760968148484538 (1.1290091134669114 - 2.2002312825867585),2.672838216077551,0.007521251380039554,ATAD5
200732_s_at,0.7111385044168587,2.0363082854008927 (1.2084324349025648 - 3.4313473500292613),2.671075401779266,0.007560866057476783,PTP4A1
211137_s_at,0.6892670136770144,1.9922547024751827 (1.2010779687753106 - 3.304597122517853),2.669588095121302,0.00759443480631832,ATP2C1
51200_at,0.6982445751931375,2.010220816904019 (1.202432636698522 - 3.360677022048788),2.663047059159135,0.007743658378111257,C19orf60
213477_x_at,-1.464391595069771,0.23121862324280418 (0.07868915498801901 - 0.6794081311768795),-2.662831171139208,0.007748628011838588,EEF1A1
204754_at,-0.2504857517513203,0.7784225710931004 (0.6473507398218987 - 0.9360330681848014),-2.6626513153499483,0.007752770383754515,HLF
215198_s_at,0.3863286456445446,1.4715682158376935 (1.1071659381835393 - 1.9559064627806018),2.6612422615362177,0.007785291919317393,CALD1
213917_at,0.4000241026193255,1.491860654957389 (1.1111007303510096 - 2.003102106779087),2.6606883601716813,0.007798109621017362,PAX8
221688_s_at,-0.6151418229920945,0.540564225436799 (0.3435173119344089 - 0.850640336513465),-2.6592849191748087,0.007830671004786141,IMP3
218240_at,0.7921161089715967,2.2080639899965275 (1.2313667020307635 - 3.959459498034712),2.6584620956246643,0.007849818012221623,NKIRAS2
219105_x_at,0.41859788653228214,1.5198290881541832 (1.1161742705460391 - 2.069462196140365),2.657794055865415,0.007865394055057885,ORC6
212977_at,0.3235202942862233,1.3819842023664017 (1.0885302111153572 - 1.7545496818442454),2.65651253219735,0.00789535163151458,ACKR3
215502_at,-0.3404401707993409,0.7114570911934447 (0.5533830715982195 - 0.9146849959605199),-2.6555686357883284,0.007917481971214077,LA16c-381G6.1
209941_at,-0.6807585590815228,0.5062328391650469 (0.30620913227223906 - 0.8369171929897334),-2.65404187342125,0.007953395656807919,RIPK1
202268_s_at,0.5621956002212989,1.7545205000138642 (1.1582776869549454 - 2.6576892740304),2.653468377267696,0.007966923524443812,NAE1
203432_at,0.45512638827464824,1.5763726054578433 (1.1262221322512007 - 2.206448017737666),2.652821297881381,0.0079822118419372,TMPO
215881_x_at,-0.29423103200803763,0.7451043286072558 (0.599491227492419 - 0.926086046048589),-2.652108718543634,0.00799907809427416,SSX2 /// SSX2B /// SSX3
201195_s_at,0.2704839382538431,1.3105985460612495 (1.072889890899094 - 1.600973747174032),2.6489972325049833,0.008073099273417934,SLC7A5
201519_at,0.780884814590249,2.1834033181727435 (1.2250053894809727 - 3.8916155722609527),2.6482113172344146,0.008091892668601596,TOMM70A
203679_at,-0.7937693621218419,0.4521373099886932 (0.25126328837587736 - 0.8136013358943123),-2.6481705932247737,0.008092867558066315,TMED1
221939_at,-0.48216597500037783,0.6174445728964005 (0.432127500243569 - 0.8822345265791542),-2.648111638455344,0.008094279058807186,YIPF2
217528_at,0.11520359186093938,1.1221018651250383 (1.03035693455336 - 1.222015937868066),2.647120296191071,0.00811804690306566,CLCA2
220651_s_at,0.22343104459255853,1.2503594182606275 (1.0596942992017353 - 1.4753298909041586),2.6468134082769454,0.008125417321595243,MCM10
214142_at,0.30095405987873114,1.351147268242844 (1.0811509569244524 - 1.6885698789680368),2.645963816759629,0.008145852914888502,ZG16
221820_s_at,-0.5907810522029445,0.5538944952252144 (0.3574763945723366 - 0.8582360024298421),-2.6442033319577054,0.008188345108094821,KAT8
221436_s_at,0.3161760875401096,1.3718718038898916 (1.0851728562250056 - 1.7343156304656724),2.6433296635679566,0.008209506091431404,CDCA3
208394_x_at,0.44841756463234017,1.565832395391566 (1.122692597723289 - 2.1838846140339423),2.6417639841545624,0.008247550629926137,ESM1
212410_at,-0.515157193767163,0.5974066786305847 (0.4075045911814279 - 0.87580544463984),-2.6393946017719334,0.008305424451195332,MICU2
215348_at,0.30736767557278555,1.3598408564337658 (1.082284992803656 - 1.7085769156202155),2.638842263702453,0.0083189678055799,ADCY1
214740_at,0.4611380580222654,1.5858777793175807 (1.1253711002207512 - 2.2348257658650734),2.6348325415951077,0.008417880156055716,POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL
201154_x_at,-0.754435390317983,0.4702760622043208 (0.26826249532349977 - 0.8244148121253556),-2.634106793673646,0.008435895003966487,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C
202627_s_at,0.31305143952172004,1.367591877490382 (1.083406579211413 - 1.7263210130577409),2.634011290251304,0.008438268199122351,SERPINE1
214317_x_at,-0.5477131093209904,0.5782707413607842 (0.3846999913500712 - 0.869241117319534),-2.6338442236327344,0.008442421126950808,RPS9
217545_at,-0.3261238879667431,0.721715769993647 (0.5661995559038918 - 0.9199471232823382),-2.633832311899304,0.008442717297608057,MYH14
202417_at,-0.8471487705088213,0.42863532899692736 (0.22818943195369895 - 0.8051566792172205),-2.633726301329985,0.008445353529889997,KEAP1
212933_x_at,-0.9356221352519082,0.3923416999850426 (0.19554129305878765 - 0.7872097352904123),-2.6333815220252363,0.008453932467548884,RPL13 /// SNORD68
201741_x_at,0.34600629368281893,1.4134115113534294 (1.0921350879546614 - 1.8291987158545708),2.6298342512605704,0.008542650707764684,SRSF1
200612_s_at,-0.49402064781631994,0.6101681843200176 (0.4222074233095979 - 0.8818064122083936),-2.6294486307680485,0.008552345175009942,AP2B1
211652_s_at,0.21151262676400023,1.235545566472485 (1.0551477171391612 - 1.4467859068764655),2.6265745590918703,0.008624909485834912,LBP
209276_s_at,-0.4661824020229809,0.6273928358874006 (0.4428553116897057 - 0.8888270279992324),-2.623091092750353,0.008713597175667902,GLRX
202223_at,-0.6807066703927909,0.5062591076047758 (0.30439345197149914 - 0.8419967064757411),-2.622544630452821,0.008727583601407246,STT3A
210235_s_at,0.4150332926013676,1.5144211588727126 (1.11045602220376 - 2.065341986159751),2.621812900531541,0.008746343274641754,PPFIA1
218806_s_at,-0.21407827393584514,0.8072851931601577 (0.6878753439751818 - 0.9474236702967892),-2.6212741875885452,0.008760177509368488,VAV3
200092_s_at,-0.9112896907530897,0.40200542687986085 (0.20337730629751852 - 0.7946233834194066),-2.62120331910344,0.008761998877946556,RPL37
210706_s_at,0.6543217128681539,1.9238371607332099 (1.1793039788638293 - 3.138418497140828),2.620461943301665,0.00878107303896696,RNF24
208836_at,0.5341709620654117,1.7060332894958348 (1.1440345530802511 - 2.5441098584229653),2.619944943252445,0.008794396395699471,ATP1B3
205538_at,-0.3296611975625028,0.71916734781143 (0.5619232823813258 - 0.9204133204204002),-2.618762818594963,0.00882492824162055,CORO2A
204794_at,0.2773785144569129,1.3196657890899832 (1.0721516742136 - 1.624320361362914),2.617347972421211,0.008861595279523782,DUSP2
221222_s_at,0.6126522570922456,1.8453191749661313 (1.1660115792889434 - 2.9203851127912834),2.615710120995361,0.008904211618780354,C1orf56
206098_at,-0.22446168300729863,0.7989461893287315 (0.6752438542930248 - 0.9453103636333162),-2.615251378107474,0.008916180724647175,ZBTB6
217093_at,-0.3138464182997396,0.7306312311297831 (0.5774363626369393 - 0.9244689639295558),-2.6141092966859056,0.008946041328544454,RNASE1
200709_at,0.7044915621305385,2.0228179461727795 (1.1919357720742438 - 3.432896754359504),2.610596467049367,0.009038447614697192,FKBP1A /// LOC101929368
203273_s_at,-0.8690443862401732,0.41935209646653615 (0.2183729362302955 - 0.8053020848033183),-2.610388559279312,0.009043943323913905,TUSC2
210453_x_at,-0.7199983059994737,0.4867530805192478 (0.28346290976332705 - 0.8358362002026902),-2.6100133215943657,0.009053869684048376,ATP5L
200675_at,0.8377459020906993,2.311151539083446 (1.2318753164830478 - 4.336008169931771),2.609552252483305,0.009066079907007899,CD81
206421_s_at,-0.39480165948998974,0.6738136705432475 (0.5006366447979341 - 0.9068949852726352),-2.604736632912733,0.009194490535909396,SERPINB7
204995_at,0.3432069115559107,1.409460365394545 (1.0886314581943284 - 1.8248402677185047),2.6043779585068894,0.009204119391246617,CDK5R1
221547_at,0.6468352588787649,1.9094882207038169 (1.1732205957036679 - 3.1078087772741183),2.6027899420523015,0.009246858977318678,PRPF18
221741_s_at,0.9131347256921454,2.492122421926161 (1.2527997272530522 - 4.957435758295487),2.6022552293952748,0.009261289943463868,YTHDF1
203579_s_at,0.63508049109003,1.8871740360408127 (1.169288405071443 - 3.045806173104889),2.600320788642277,0.00931366515623622,SLC7A6
215905_s_at,-0.7662455059105595,0.464754715595867 (0.2608142924520499 - 0.8281637621845658),-2.5996375725502827,0.009332226369326069,SNRNP40
208433_s_at,0.3974748597987727,1.4880623833088051 (1.1024642241621563 - 2.008527449769641),2.597420230359651,0.009392693392573058,LRP8
204433_s_at,0.3392842079092668,1.403942300022805 (1.0866475244734939 - 1.8138853100027499),2.5957017483649527,0.009439796618376812,SPATA2
212533_at,0.533521038247033,1.7049248580630558 (1.139549049978781 - 2.5508061910063953),2.5954630535564616,0.009446355830187294,WEE1
217234_s_at,0.5597117696814293,1.750167976116703 (1.146684302784036 - 2.6712565413057123),2.594414334388572,0.009475222289849039,EZR
203240_at,-0.21985256865586086,0.8026371231097624 (0.6796556777555658 - 0.9478716539547666),-2.5908637102568757,0.009573539764670475,FCGBP
200005_at,-0.7201704287058011,0.4866693064716304 (0.282036072482525 - 0.839775606633626),-2.587312688075492,0.009672777026977416,EIF3D
206635_at,-0.4745176774025703,0.6221850780285306 (0.4342990598206415 - 0.891354154626171),-2.5870003417445218,0.009681549614992707,CHRNB2
213890_x_at,-0.8923935913813967,0.4096739861246404 (0.20835935025553207 - 0.8054967281354151),-2.586992882630597,0.009681759199036142,RPS16
212854_x_at,-0.6262706328136626,0.5345817396929358 (0.3325368008522929 - 0.8593864970152978),-2.5855902313043435,0.00972124245308844,NBPF1
205293_x_at,0.2849973746120976,1.329758536984915 (1.071282285729892 - 1.6505992773692715),2.584352212926638,0.009756210622365046,BAIAP2
204617_s_at,0.634010722556727,1.8851562761006635 (1.1649391298254828 - 3.0506436725617676),2.581612401112806,0.009833996207898195,ACD
201015_s_at,0.4950280568006162,1.6405442668347414 (1.126585494037031 - 2.3889758084847785),2.581539271340977,0.009836079974888372,JUP
204444_at,0.3787968237857246,1.460526261399068 (1.0947097246414241 - 1.9485868374240072),2.5751251952829293,0.010020380923969022,KIF11
203306_s_at,-0.5867194227195313,0.5561487843823217 (0.35572879923063744 - 0.8694867298877256),-2.5733571345339117,0.010071721900473219,SLC35A1
206798_x_at,-0.3643322029641836,0.6946603881676687 (0.5262700125158352 - 0.9169305554432221),-2.572246802239639,0.010104083372021603,DLEC1
213959_s_at,0.6104803788400779,1.8413157154687336 (1.156200364247062 - 2.932401397607283),2.571273086202193,0.010132539228251181,RPGRIP1L
205568_at,0.22948210705932204,1.257948358626568 (1.0560365416090431 - 1.498465261969232),2.570749981135664,0.0101478558847165,AQP9
210361_s_at,-0.6142613723484028,0.5410403751394386 (0.3386637529836239 - 0.8643519861577248),-2.569830749469847,0.010174821181609105,ELF2
206869_at,-0.1547715602614349,0.8566108390904533 (0.7612095360221104 - 0.9639686511046767),-2.5691004928236465,0.010196288421030349,CHAD
45828_at,-0.9354840159045921,0.39239589370708405 (0.19216879914568374 - 0.8012462901506329),-2.5683182360355206,0.010219329022728194,ATP5SL
211111_at,0.31664933531144857,1.3725211928124554 (1.077799275083594 - 1.7478341916431672),2.567435646645601,0.010245380459247019,HGC6.3
219122_s_at,-0.596894949395097,0.550518372376653 (0.3489075390920944 - 0.8686269121982014),-2.5652536993857336,0.010310039003661864,THG1L
216338_s_at,0.5143551652367361,1.6725596293950327 (1.129005199712127 - 2.477805872457755),2.5650654551295737,0.01031563430490408,YIPF3
217237_at,0.2679050371661159,1.3072229965202522 (1.0650657963722916 - 1.604437930925789),2.5630310588715766,0.010376276579549308,ADAM3B /// ADAM3B
208742_s_at,-0.9831817961179556,0.374118833232964 (0.17630378022928286 - 0.7938848571344876),-2.561258211703645,0.010429380933100758,SAP18
215963_x_at,-0.7028399642136207,0.49517701998397035 (0.2891543090589128 - 0.8479911017692904),-2.560700165960067,0.010446146755838288,RPL3
204871_at,-0.3000547365149785,0.7407776719838425 (0.5887621054948406 - 0.9320429324312381),-2.56052219468135,0.010451498732852685,MTERF1
205863_at,0.49602250786906604,1.6421765192968214 (1.123177911244385 - 2.4009942623800917),2.559324953474454,0.010487565787003376,S100A12
201226_at,-0.7184265112820146,0.487518758026209 (0.28117915519927844 - 0.8452779483563483),-2.55859728971733,0.010509540817431964,NDUFB8
208631_s_at,-0.829835228957725,0.43612114053651047 (0.2307927517674048 - 0.8241231484364545),-2.5556998185353867,0.010597449611883112,HADHA
207209_at,-0.36942195227941294,0.6911337234656467 (0.5206180853535134 - 0.917497561359478),-2.5556346983138107,0.010599432840645627,CETN1
206438_x_at,-0.45636676826204237,0.6335814169238352 (0.4463739845293473 - 0.899302884540805),-2.553918584367006,0.010651816000476511,TCTN2
219011_at,-0.43271650742599144,0.6487443799524287 (0.465424927189224 - 0.9042688647158595),-2.5538678567420208,0.010653367922209441,PLEKHA4
204878_s_at,-0.33047610662224347,0.7185815305505444 (0.5575809004821504 - 0.9260708456868906),-2.553385369360016,0.010668138822233155,TAOK2
221395_at,-0.3609142149487231,0.6970387914106289 (0.528320094827774 - 0.919637699734998),-2.5524360258182615,0.010697255265539664,TAS2R13
214941_s_at,0.7623035356132826,2.143207493422612 (1.1931522431878534 - 3.8497504288223903),2.5509224245722444,0.010743823691677262,PRPF40A
211623_s_at,-0.5885165723694105,0.5551501993613135 (0.35317429488860724 - 0.8726335645353555),-2.5503645762486555,0.010761032213046154,FBL
214771_x_at,0.8827575513939978,2.4175570610436017 (1.2260641905760055 - 4.7669462890486916),2.5483131207935656,0.010824526512384122,MPRIP
212952_at,-0.7059196644236774,0.4936543690691534 (0.2867233486565578 - 0.8499295130406891),-2.546533730081647,0.010879869646430649,CTC-425F1.4
219068_x_at,0.6953526960752343,2.004415898907334 (1.1735197707801095 - 3.42361773174192),2.5457713347707625,0.010903658749528677,ATAD3A /// ATAD3B
208002_s_at,0.45319578639691305,1.5733321934027054 (1.1099148211680427 - 2.2302379818591436),2.545759723393947,0.01090402141768249,ACOT7
218491_s_at,-0.5468410599795567,0.5787752419226782 (0.37989747880607616 - 0.8817662641916351),-2.545739214572354,0.010904662013598692,THYN1
217310_s_at,0.6762274878014496,1.9664452827251622 (1.1680001461333005 - 3.310707676496064),2.5442384343989586,0.01095162996436164,FOXJ3
202654_x_at,0.7538848083673325,2.125240151299786 (1.188311740641355 - 3.8008929359386916),2.5416427067778065,0.01103328952937496,MARCH7
213969_x_at,-0.710369028449169,0.4914628002376597 (0.2841129697222794 - 0.8501395914925781),-2.5406229074187303,0.011065519348774533,RPL29
201266_at,0.7039660721787578,2.0217552549090287 (1.1744955715606162 - 3.4802126204026425),2.54037700407316,0.01107330340215878,TXNRD1
214053_at,-0.1704926097832652,0.843249321400833 (0.7393091719078687 - 0.9618025111307253),-2.5402382406562056,0.011077698095219171,ERBB4
210516_at,0.28528316534175474,1.3301386239575472 (1.0672565093267663 - 1.65777275048877),2.5393528725006864,0.01110577455918861,FAM120A
200021_at,1.154038932092418,3.170974430859403 (1.3011892842631017 - 7.727606554075318),2.5392632182825823,0.011108621161820514,CFL1
221675_s_at,-0.34607358507076413,0.7074604266655306 (0.541545535348237 - 0.9242071490367498),-2.5379990291685757,0.011148829371584932,CHPT1
220125_at,0.30409157133227893,1.3553931655650826 (1.0713695005253105 - 1.714712461349496),2.5345473520353505,0.011259270876447855,DNAI1
202125_s_at,-0.5953471098805063,0.5513711462752375 (0.3478230349201819 - 0.8740368245439332),-2.5327166855033854,0.011318239128924941,TRAK2
202711_at,-0.3788102805513345,0.6846754966028645 (0.5107045908534055 - 0.9179093825356655),-2.532646079336913,0.011320518931023999,EFNB1
209126_x_at,0.29484827081355003,1.342922582676349 (1.0689280134328607 - 1.6871492190296022),2.532481592103789,0.011325831639730817,KRT6B
211438_at,-0.2973856533935551,0.7427575101658347 (0.5900537394810217 - 0.9349804636319813),-2.532478612126227,0.011325927909270646,TRHR
219395_at,0.4778735589691716,1.6126415664301437 (1.1140110789448243 - 2.3344586700533814),2.5320318373114383,0.011340369396594696,ESRP2 /// MIR6773
204933_s_at,-0.15725002210856884,0.854490390618697 (0.7565076871620912 - 0.9651637915256887),-2.530568158674574,0.011387795721402028,TNFRSF11B
211237_s_at,0.18875556312089137,1.2077456988095547 (1.0434670740748018 - 1.3978875895881075),2.530350407549063,0.011394866349747373,FGFR4
212898_at,0.5481944527445426,1.7301263711415846 (1.1314511442519688 - 2.6455735851489366),2.529922219022426,0.011408781488802476,TTI1
218834_s_at,0.40588702519328723,1.500633009156983 (1.09559991885075 - 2.0554030622179256),2.528804935828348,0.011445161670684989,TMEM132A
203350_at,0.5767788563776562,1.7802946002674513 (1.1381270919840096 - 2.7847934436007384),2.5267742658944705,0.011511546627350473,AP1G1
217515_s_at,0.30445362573150664,1.3558839804688445 (1.0706681122131667 - 1.7170786609978106),2.5266384404680546,0.011515999086608499,CACNA1S
216641_s_at,0.4089344802666068,1.505213096093917 (1.0958817227924762 - 2.067437039536864),2.5253920790731326,0.011556927157221874,LAD1
217792_at,-0.8376662141797894,0.4327192199100395 (0.22583214794235085 - 0.8291375917274284),-2.52468562117975,0.011580183124664037,SNX5
221299_at,-0.31148766620396673,0.7323566431871262 (0.5750245376396446 - 0.9327362881276422),-2.5242598375319534,0.011594219592040125,GPR173
204319_s_at,-0.5410815965971333,0.5821182945887481 (0.3823821126795523 - 0.8861860888845728),-2.5234792816803493,0.011619990758885854,RGS10
215856_at,-0.27451605008605184,0.7599398070517426 (0.6139957882342393 - 0.9405740583378731),-2.523041705962036,0.011634460167812015,SIGLEC15
210095_s_at,0.3631958776902529,1.4379174876141996 (1.0842773507880075 - 1.9068983592473654),2.521770656725811,0.011676580919991261,IGFBP3
215394_at,0.5095422533763213,1.6645290879632142 (1.1200367715728674 - 2.4737197518835177),2.5207799681719676,0.01170950467638861,PIK3C3
208373_s_at,0.46081083166132786,1.5853589231992924 (1.1078952461265466 - 2.268592562478183),2.520373045460771,0.011723051864272761,P2RY6
201143_s_at,0.5194840085843504,1.6811599617497748 (1.1222563948123887 - 2.5184074067699886),2.5193326957488726,0.011757750204054916,EIF2S1
205184_at,0.25685392723066525,1.2928562618711574 (1.05868314610397 - 1.5788267906319464),2.5192874800702296,0.011759260326727446,GNG4
200088_x_at,-0.8263196239641427,0.43765706847200864 (0.23011153237421214 - 0.8323950894908653),-2.5192540052687384,0.011760378435957956,NBEAL1 /// RPL12
201710_at,0.211491025798643,1.2355188777837582 (1.0479682360663412 - 1.456634700198492),2.517738459060003,0.011811098861988709,MYBL2
222118_at,0.30219838433005686,1.3528295802799954 (1.0692072258491798 - 1.7116867797325435),2.5174074771524033,0.011822201531333475,CENPN
219670_at,-0.28432621180971285,0.7525211233848896 (0.6030517968979852 - 0.9390371507942825),-2.5167288247870534,0.011844995631265185,BEND5
211173_at,-0.3683656779282945,0.6918641359810284 (0.5193175834440921 - 0.9217403722058017),-2.516726802816385,0.01184506360199009,CCKAR
200074_s_at,-0.6692114420595826,0.5121122487868044 (0.3041009608851453 - 0.862407519509711),-2.516635424176083,0.011848135754601079,RPL14
214968_at,0.3042821650558219,1.3556515196149204 (1.06960603317852 - 1.7181943497204555),2.5164674087149677,0.011853786283456154,DDX51
220417_s_at,-0.7850206676570349,0.4561102749574914 (0.24737017411945533 - 0.8409929922325127),-2.5146939032663087,0.011913576956146307,THAP4
211397_x_at,-0.556221962265792,0.5733711949808822 (0.37153603820855313 - 0.8848523250098989),-2.512575585027983,0.011985342724412913,KIR2DL2
202025_x_at,-1.0255892746621378,0.35858509802286126 (0.1610054654746717 - 0.7986267555885728),-2.5103640840476977,0.01206067405345359,ACAA1
210956_at,0.2632934040786005,1.3012084428135477 (1.0593972357405013 - 1.5982139225290486),2.510031121014555,0.012072052195404952,LOC100996758 /// NPY4R
218198_at,-0.6919879516684077,0.5005799505285277 (0.2915363899141261 - 0.8595163264008078),-2.508814668212926,0.012113702209412616,DHX32
201979_s_at,0.7086068199912111,2.031159515709001 (1.167616978475926 - 3.5333581596597905),2.508559773636441,0.01212244564245885,PPP5C
206414_s_at,0.5416118973470191,1.7187751195674694 (1.125588175618574 - 2.624572624015596),2.507735236882431,0.012150767349998856,ASAP2
217995_at,-0.5360191995452296,0.5850726803544817 (0.3847670315121822 - 0.8896553323496987),-2.506760286862842,0.012184331193279798,SQRDL
221930_at,-0.3468338390932095,0.7069227814298097 (0.5389611018216915 - 0.9272279895809458),-2.505849113411142,0.012215773693290187,PHF7
202788_at,-0.7339211479551631,0.48002305357361197 (0.27025076105454715 - 0.8526234341135734),-2.5039154650823616,0.012282737726055466,MAPKAPK3
205930_at,0.7185115901267658,2.051377646499285 (1.1681143591330918 - 3.60251564040356),2.500807710140505,0.01239104365175295,GTF2E1
211338_at,-0.2636820150622107,0.7682177825056533 (0.6247649425356119 - 0.944608957991051),-2.500303877122863,0.0124086817981117,IFNA2
206829_x_at,0.5742124377756928,1.7757314770351087 (1.1316489750552006 - 2.7863960892815536),2.497989509699893,0.012489988983862095,ZNF430
202911_at,0.626676573632992,1.8713808365379037 (1.1444393929744758 - 3.060071382425238),2.4976804620659285,0.012500881917404021,MSH6
204007_at,0.4838873348362975,1.6223688509029817 (1.10976201801762 - 2.371752362801149),2.4974914455111987,0.012507548287239796,FCGR3B
209931_s_at,-0.32728515947062253,0.7208781484831798 (0.557558460675673 - 0.9320373406777557),-2.496925788357855,0.012527517094867078,FKBP1B /// MFSD2B
217122_s_at,-0.4883328845020189,0.6136485649422482 (0.41820804371460185 - 0.9004240040697541),-2.4961048544442943,0.01255654788601547,SLC35E2 /// SLC35E2B
219499_at,0.4144596089120597,1.5135526093153024 (1.092928862845214 - 2.096057281533794),2.4948700349349173,0.012600327149913501,SEC61A2
208227_x_at,-0.2883294716958252,0.7495146077052225 (0.5975088531738026 - 0.9401904995709008),-2.4932656473055768,0.012657410896767517,ADAM22
202470_s_at,0.6230869937903736,1.8646754076453986 (1.142553175367494 - 3.0431969827217684),2.493209868408083,0.01265939960839597,CPSF6
210151_s_at,-0.4459688891655775,0.6402036890227948 (0.45075296765084655 - 0.9092802329720292),-2.4912092064136306,0.01273091328619317,DYRK3
204282_s_at,-0.9407004812984522,0.39035430367829543 (0.18612689645213362 - 0.8186698714946533),-2.489432953782053,0.012794704849888927,FARS2
221490_at,-0.8352443148269411,0.4337684924120173 (0.22456445122959573 - 0.837866830565376),-2.486600175651276,0.012897025381248189,UBAP1
212301_at,-0.8991348933350906,0.40692153804717907 (0.20029000449995038 - 0.8267269180011567),-2.4860858394892653,0.012915680769006295,RTF1
201112_s_at,0.5970369319323167,1.8167277293571253 (1.1346350905120142 - 2.9088644183617807),2.4858862366394052,0.012922926953161254,CSE1L
213936_x_at,0.6714805791352318,1.9571328666517251 (1.1525954369800238 - 3.3232554414448767),2.4856780826760208,0.012930487399277496,SFTPB
213347_x_at,-1.0426357042614045,0.3525243065831041 (0.15488593058757993 - 0.8023542632984874),-2.4847425171277617,0.012964516801754459,RPS4X
221539_at,0.3488263723866321,1.4174030686638524 (1.0763222156020544 - 1.866570651367563),2.4836378340410925,0.01300479950872718,EIF4EBP1
208033_s_at,0.29660075660208257,1.3452780988190145 (1.0644294346190633 - 1.7002284081046497),2.4825855183037637,0.013043275543203774,ZFHX3
202000_at,-0.8566420895279621,0.424585411073197 (0.21581368431263323 - 0.835316684715173),-2.4811486385302244,0.013095975056041272,NDUFA6
214489_at,-0.2608941387230595,0.7703624668531037 (0.6267339082332004 - 0.9469063705344954),-2.4781690381842716,0.013205856393488029,FSHB
